mondo_id	property	value_old	value_new
MONDO:0010275	definition	A rare genetic neurological disorder characterized by the association of hypomyelinating leukodystrophy with spondylometaphyseal dysplasia. Patients present in infancy with absent or delayed ability to walk independently, slowly progressive motor deterioration, spasticity, ataxia, proximal weakness, and joint contractures. Additional manifestations include mild cognitive impairment, short stature, scoliosis, enlarged and deformed joints, dysarthria, nystagmus, visual defects, and mildly dysmorphic features, among others. Mode of inheritance is X-linked recessive.	Spondyloepimetaphyseal dysplasia, Bieganski type is a rare primary bone dysplasia disorder characterized by infantile-onset, progressive, multiple skeletal deformities in association with slowly progressive central and peripheral neurodegeneration. Patients present short stature, coarse facies, psychomotor regression and cognitive impairment. Imaging shows abnormally-shaped vertebral bodies, small, flat epiphyses, and widened metaphyses, as well as cerebral and cerebellar atrophy and progressive axonal-hypomyelinating neuropathy.
MONDO:0010277	definition	X-linked intellectual disability, Shashi type is characterized by moderate intellectual deficit, obesity, macroorchidism and a characteristic facies (large ears, a prominent lower lip and puffy eyelids). It has been described in nine boys from two families. Transmission is X-linked and the causative gene has been localized to the q21.3-q27 region of the X chromosome.	X-linked intellectual disability, Shashi type is characterised by moderate intellectual deficit, obesity, macroorchidism and a characteristic facies (large ears, a prominent lower lip and puffy eyelids). It has been described in nine boys from two families. Transmission is X-linked and the causative gene has been localised to the q21.3-q27 region of the X chromosome.
MONDO:0010278	definition	A very rare form of syndromic intellectual deficit characterized by microcephaly, severe developmental delay or regression, hypotonia, abnormal movements, and early-onset seizures.	Christianson syndrome is a very rare form of syndromic intellectual deficit characterized by microcephaly, severe developmental delay or regression, hypotonia, abnormal movements, and early-onset seizures.
MONDO:0010279	definition	A syndrome characterized by malformation of the hands and feet, pigmentary skin lesions on the face and scalp and digital fibromatosis.	Terminal osseous dysplasia-pigmentary defects syndrome is characterised by malformation of the hands and feet, pigmentary skin lesions on the face and scalp and digital fibromatosis.
MONDO:0010281	definition	A lysosomal glycogen storage disease characterized by severe cardiomyopathy and variable degrees of muscle weakness, frequently associated with intellectual deficit.	Glycogen storage disease due to LAMP-2 (Lysosomal-Associated Membrane Protein 2) deficiency is a lysosomal glycogen storage disease characterised by severe cardiomyopathy and variable degrees of muscle weakness, frequently associated with intellectual deficit.
MONDO:0010284	definition	X-linked intellectual disability, Armfield type is characterized by intellectual deficiency, short stature, seizures, and small hands and feet. It has been described in six males from three generations of one family. Three of them also had cataracts/glaucoma and two of them had cleft palate. The locus has been mapped to the terminal 8 Mb of Xq28.	X-linked intellectual disability, Armfield type is characterised by intellectual deficiency, short stature, seizures, and small hands and feet. It has been described in six males from three generations of one family. Three of them also had cataracts/glaucoma and two of them had cleft palate. The locus has been mapped to the terminal 8 Mb of Xq28.
MONDO:0010306	definition	X-linked intellectual disability, Cabezas type is characterized by intellectual deficit, muscle wasting, short stature, a prominent lower lip, small testes, kyphosis and joint hyperextensibility. An abnormal gait, tremor, decreased fine motor coordination and impaired speech are also present. The syndrome has been described in six boys from three generations of the same family. Transmission is X-linked and the causative gene has been localized to the q24-q25 region of the X chromosome.	X-linked intellectual disability, Cabezas type is characterised by intellectual deficit, muscle wasting, short stature, a prominent lower lip, small testes, kyphosis and joint hyperextensibility. An abnormal gait, tremor, decreased fine motor coordination and impaired speech are also present. The syndrome has been described in six boys from three generations of the same family. Transmission is X-linked and the causative gene has been localised to the q24-q25 region of the X chromosome.
MONDO:0100146	definition	Variants in the gene ATP6AP2 have been associated with a multitude of diseases, including X-linked syndromic ID Hedera type, X-linked Parkinsonism-spasticity syndrome, and congenital disorder of glycosylation type 2R. Phenotypes include global developmental delay, intellectual disability, progressive neurologic decline, spasticity, seizures, infantile onset of liver failure, recurrent infections, dysmorphic features, and features of parkinsonism (rigidity, resting tremor, bradykinesia). These phenotypes do not appear in all individuals with one of the above disease assertions, but many are overlapping phenotypes.	Variants in the gene ATP6AP2 have been associated with a multitude of diseases, including X-linked syndromic ID Hedera type, X-linked parkinsonism-spasticity syndrome, and congenital disorder of glycosylation type 2R. Phenotypes include global developmental delay, intellectual disability, progressive neurologic decline, spasticity, seizures, infantile onset of liver failure, recurrent infections, dysmorphic features, and features of parkinsonism (rigidity, resting tremor, bradykinesia). These phenotypes do not appear in all individuals with one of the above disease assertions, but many are overlapping phenotypes.
MONDO:0010323	definition	Atkin-Flaitz syndrome is characterized by moderate to severe intellectual deficit, short stature, macrocephaly, and characteristic facies. It has been described in 11 males and three females from three successive generations of the same family. The males also presented with postpubertal macroorchidism. Transmission is X-linked.	Atkin-Flaitz syndrome is characterised by moderate to severe intellectual deficit, short stature, macrocephaly, and characteristic facies. It has been described in 11 males and three females from three successive generations of the same family. The males also presented with postpubertal macroorchidism. Transmission is X-linked.
MONDO:0010327	definition	A rare, life-threatening neurometabolic disease characterized by a progressive neurodegenerative course, epilepsy, retinopathy and progressive cardiomyopathy.	HSD10 disease is a rare, life-threatening neurometabolic disease characterized by a progressive neurodegenerative course, epilepsy, retinopathy and progressive cardiomyopathy.
MONDO:0010330	definition	OBSOLETE. Primary ciliary dyskinesia - retinitis pigmentosa is an X-linked ciliary dysfunction of both respiratory epithelium and photoreceptors of the retina leading to ocular disorders (mild night blindness, constriction of the visual field, and scotopic and photopic ERG responses reduced to 30-60%) associated with primary ciliary dyskinesia manifestations (chronic bronchorrhea with bronchoectasis and chronic sinusitis) and sensorineural hearing loss.	Primary ciliary dyskinesia - retinitis pigmentosa is an X-linked ciliary dysfunction of both respiratory epithelium and photoreceptors of the retina leading to ocular disorders (mild night blindness, constriction of the visual field, and scotopic and photopic ERG responses reduced to 30-60%) associated with primary ciliary dyskinesia manifestations (chronic bronchorrhea with bronchoectasis and chronic sinusitis) and sensorineural hearing loss.
